# per-record wraparound-mask validation, bin/mask_wrap.py
# integral_* are sum(f)*dx*dy; asym = 1 - z_m/z_i with z_m = 30.0 m
# removed_* are fractions of sum|f| over the UNMASKED raster
run_id	split	wdir_deg	zi_m	asym	integral_raw	integral_masked	err_raw	err_masked	removed_abs	removed_near	removed_far	negfrac_raw	negfrac_masked	array_share
case_2021100723	train	170.4	781	0.9616	0.8515	0.7703	-0.1101	-0.1912	0.19469	0.00112	0.19357	0.06043	0.00620	-0.00040
case_2021100819	train	239.8	937	0.9680	1.0227	0.9553	+0.0547	-0.0127	0.09981	0.00000	0.09981	0.03185	0.01425	0.00079
case_2021100920	train	167.7	700	0.9571	0.8137	0.7315	-0.1434	-0.2256	0.18390	0.00000	0.18390	0.05558	0.01044	0.00100
case_2021101016	train	156.7	823	0.9636	1.0060	0.8875	+0.0425	-0.0761	0.17343	0.00000	0.17343	0.05426	0.02428	0.00330
case_2021101116	train	37.7	1320	0.9773	0.8703	0.8625	-0.1070	-0.1148	0.03686	0.00000	0.03686	0.09472	0.08298	0.00625
case_2021101210	train	286.3	937	0.9680	0.8964	0.7825	-0.0716	-0.1855	0.15161	0.00000	0.15161	0.01811	0.00416	0.00004
case_2021101318	train	126.0	760	0.9605	1.0957	1.0377	+0.1352	+0.0771	0.09160	0.00000	0.09160	0.04083	0.02130	0.00017
case_2021101517	train	275.7	802	0.9626	0.7243	0.6645	-0.2383	-0.2980	0.16253	0.00696	0.15557	0.05414	0.01154	0.00009
case_2021101719	train	290.8	1116	0.9731	0.7720	0.6783	-0.2011	-0.2948	0.14806	0.00000	0.14806	0.02877	0.01402	0.00009
case_2021101919	train	192.9	1037	0.9711	0.9604	0.8493	-0.0106	-0.1218	0.16018	0.00000	0.16018	0.03521	0.01060	0.00202
case_2021102112	train	233.1	802	0.9626	1.4408	1.3769	+0.4782	+0.4144	0.06553	0.00000	0.06553	0.01645	0.00547	0.00417
case_2021102221	train	284.9	1116	0.9731	0.9511	0.8916	-0.0220	-0.0815	0.11315	0.00000	0.11315	0.03907	0.01277	0.00057
case_2021102321	train	318.5	1116	0.9731	0.9493	0.9110	-0.0238	-0.0621	0.08046	0.00000	0.08046	0.04299	0.02306	0.04333
case_2021102418	train	79.6	962	0.9688	1.3465	1.2309	+0.3777	+0.2621	0.11274	0.00000	0.11274	0.01999	0.00545	0.00005
case_2021102619	train	97.5	1089	0.9725	0.9160	0.8657	-0.0565	-0.1067	0.12626	0.00157	0.12469	0.13105	0.10088	-0.00005
case_2021102720	train	111.2	739	0.9594	0.6257	0.5801	-0.3338	-0.3793	0.10973	0.00000	0.10973	0.04401	0.02508	0.00000
case_2021102816	train	69.9	1116	0.9731	1.0472	0.9659	+0.0741	-0.0072	0.12376	0.00000	0.12376	0.05094	0.02732	0.00000
case_2021103020	train	332.6	962	0.9688	1.5211	1.4368	+0.5523	+0.4680	0.08827	0.00000	0.08827	0.03421	0.01743	0.18785
case_2021103119	train	288.8	1116	0.9731	0.9879	0.9351	+0.0147	-0.0381	0.14077	0.00003	0.14074	0.08115	0.03858	0.00442
case_2021110217	train	273.9	1415	0.9788	1.0539	0.9549	+0.0751	-0.0239	0.14350	0.00254	0.14097	0.03650	0.00966	0.00192
case_2021110317	train	266.0	1172	0.9744	1.2251	1.1514	+0.2507	+0.1770	0.14340	0.00192	0.14149	0.06376	0.02136	0.00497
case_2021110417	train	223.5	760	0.9605	0.9370	0.9071	-0.0236	-0.0534	0.05408	0.00000	0.05408	0.02359	0.01240	0.01153
case_2021110520	train	185.9	1011	0.9703	0.9906	0.8661	+0.0203	-0.1043	0.17807	0.00327	0.17479	0.03714	0.00765	0.00534
case_2021110617	train	209.3	781	0.9616	1.4730	1.4072	+0.5115	+0.4456	0.06521	0.00000	0.06521	0.01669	0.00609	0.03478
case_2021110720	train	178.7	643	0.9534	0.7063	0.6519	-0.2470	-0.3014	0.20734	0.00480	0.20254	0.11244	0.04870	0.00221
case_2021110819	train	307.4	1063	0.9718	1.1526	1.1021	+0.1809	+0.1304	0.06630	0.00000	0.06630	0.04133	0.03028	0.04596
case_2021110921	train	314.7	1116	0.9731	0.9236	0.8943	-0.0495	-0.0789	0.07646	0.00000	0.07646	0.04553	0.02355	0.01507
case_2021111018	train	113.6	760	0.9605	0.9375	0.8891	-0.0230	-0.0714	0.09738	0.00000	0.09738	0.04709	0.02415	0.00012
case_2021111116	train	237.1	781	0.9616	1.0821	1.0044	+0.1206	+0.0429	0.09804	0.00000	0.09804	0.02389	0.01005	0.00056
case_2021111218	train	234.3	1259	0.9762	0.9955	0.9736	+0.0194	-0.0026	0.08179	0.00000	0.08179	0.05435	0.02535	0.00131
case_2021111315	train	279.9	1116	0.9731	0.7502	0.6840	-0.2229	-0.2892	0.14443	0.00006	0.14437	0.03799	0.00770	0.00001
case_2021111404	train	212.4	781	0.9616	0.7645	0.7399	-0.1971	-0.2217	0.09330	0.00000	0.09330	0.06205	0.03254	0.00016
case_2021111519	train	283.0	986	0.9696	0.6983	0.6497	-0.2713	-0.3199	0.14911	0.00026	0.14885	0.07954	0.04023	0.00067
case_2021111618	train	131.6	845	0.9645	1.5833	1.5801	+0.6188	+0.6156	0.05504	0.00000	0.05504	0.06912	0.04494	0.00747
case_2021111721	train	244.9	802	0.9626	1.0302	0.9429	+0.0676	-0.0197	0.10708	0.00000	0.10708	0.01864	0.00660	0.00079
case_2021112015	train	210.8	739	0.9594	0.9516	0.8812	-0.0078	-0.0782	0.10039	0.00000	0.10039	0.02372	0.00971	0.00129
case_2021112217	train	274.5	700	0.9571	1.2277	1.1516	+0.2706	+0.1944	0.12851	0.00351	0.12500	0.07373	0.04120	0.01348
case_2021112320	train	190.3	823	0.9636	0.7948	0.7447	-0.1687	-0.2188	0.14412	0.00060	0.14352	0.06865	0.02778	0.00897
case_2021112419	train	208.8	1089	0.9725	0.9613	0.8795	-0.0112	-0.0929	0.12683	0.00000	0.12683	0.04347	0.02163	0.00212
case_2021112518	train	289.4	662	0.9547	0.8560	0.7952	-0.0986	-0.1595	0.12791	0.00000	0.12791	0.05099	0.02171	0.00045
case_2021112621	train	233.0	760	0.9605	1.5346	1.4973	+0.5741	+0.5368	0.06452	0.00000	0.06452	0.04346	0.02383	0.00785
case_2021112721	train	281.3	781	0.9616	0.7987	0.7311	-0.1629	-0.2304	0.16871	0.00249	0.16623	0.08137	0.03900	0.00004
case_2021112818	train	292.9	1229	0.9756	1.1572	1.0778	+0.1816	+0.1022	0.10881	0.00000	0.10881	0.04053	0.01980	0.00422
case_2021112921	train	178.2	662	0.9547	0.8476	0.7333	-0.1071	-0.2214	0.16821	0.00367	0.16454	0.02268	0.00355	-0.00017
case_2021113021	train	279.3	823	0.9636	0.9213	0.8139	-0.0423	-0.1496	0.16464	0.00019	0.16445	0.02967	0.00258	0.00006
case_2022010120	train	333.0	781	0.9616	1.3343	1.2468	+0.3727	+0.2853	0.10125	0.00000	0.10125	0.03955	0.02127	0.12788
case_2022010221	train	321.8	739	0.9594	1.1344	1.1240	+0.1749	+0.1646	0.06074	0.00000	0.06074	0.05822	0.03395	0.07025
case_2022010320	train	215.7	739	0.9594	1.6855	1.6128	+0.7260	+0.6534	0.07904	0.00000	0.07904	0.03874	0.02074	0.01857
case_2022010418	train	157.4	802	0.9626	0.6932	0.6425	-0.2693	-0.3201	0.18977	0.00000	0.18977	0.09716	0.03922	0.00031
case_2022010519	train	253.1	914	0.9672	0.9411	0.8611	-0.0261	-0.1060	0.14782	0.00000	0.14782	0.05741	0.02477	0.00045
case_2022010621	train	315.3	366	0.9179	1.0434	1.0001	+0.1255	+0.0822	0.06856	0.00000	0.06856	0.03067	0.01705	0.02224
case_2022010721	train	209.3	760	0.9605	0.9561	0.9013	-0.0044	-0.0592	0.10899	0.00000	0.10899	0.07811	0.05362	0.01274
case_2022010815	train	155.3	868	0.9654	0.8905	0.8232	-0.0749	-0.1422	0.20752	0.00000	0.20752	0.12829	0.06640	0.00136
case_2022011016	train	287.8	802	0.9626	1.0773	0.9971	+0.1148	+0.0345	0.11719	0.00000	0.11719	0.04001	0.01775	0.00814
case_2022011116	train	169.3	719	0.9583	0.6893	0.6254	-0.2690	-0.3329	0.18207	0.00001	0.18206	0.05881	0.01057	0.00044
case_2022011218	train	284.7	739	0.9594	0.8488	0.7904	-0.1106	-0.1690	0.13189	0.00000	0.13189	0.06178	0.02994	0.00202
case_2022011321	train	303.6	760	0.9605	1.1035	1.0423	+0.1430	+0.0818	0.12120	0.00000	0.12120	0.05120	0.01764	0.00329
case_2022011415	train	42.1	719	0.9583	1.3806	1.3798	+0.4223	+0.4215	0.03284	0.00000	0.03284	0.04195	0.02667	0.00537
case_2022011509	train	17.2	366	0.9179	1.0403	0.9065	+0.1224	-0.0115	0.14891	0.00000	0.14891	0.01647	0.00497	0.14799
case_2022011621	train	229.5	760	0.9605	1.2689	1.2318	+0.3084	+0.2713	0.06248	0.00000	0.06248	0.03662	0.02020	0.00111
case_2022011720	train	285.7	868	0.9654	0.7192	0.6645	-0.2462	-0.3009	0.15034	0.00000	0.15034	0.08396	0.04762	0.00021
case_2022011818	train	168.8	700	0.9571	0.7069	0.6459	-0.2502	-0.3112	0.15777	0.00000	0.15776	0.04838	0.01005	0.00147
case_2022011911	train	257.0	247	0.8786	1.1159	0.9608	+0.2373	+0.0822	0.17467	0.00031	0.17436	0.03156	0.01130	0.00008
case_2022012016	train	326.7	802	0.9626	1.0744	1.0464	+0.1118	+0.0838	0.04833	0.00002	0.04831	0.03539	0.02451	0.25887
case_2022012120	train	180.8	823	0.9636	1.0601	0.9653	+0.0965	+0.0018	0.13439	0.00227	0.13212	0.02959	0.00514	0.01479
case_2022012221	train	254.1	962	0.9688	1.0155	0.9040	+0.0467	-0.0648	0.14974	0.00000	0.14974	0.03223	0.01026	0.00117
case_2022012312	train	319.0	760	0.9605	0.9971	0.9515	+0.0366	-0.0090	0.07293	0.00000	0.07293	0.03330	0.01961	0.01835
case_2022012417	train	299.3	739	0.9594	1.0963	1.0544	+0.1368	+0.0949	0.08502	0.00000	0.08502	0.06148	0.03906	0.01014
case_2022012521	train	266.9	643	0.9534	1.0278	0.9491	+0.0744	-0.0043	0.11888	0.00388	0.11499	0.02665	0.00393	0.00197
case_2022012618	train	198.8	781	0.9616	0.7255	0.6970	-0.2361	-0.2645	0.12295	0.00000	0.12295	0.06970	0.02862	0.01720
case_2022012820	train	316.9	760	0.9605	1.0841	1.0698	+0.1235	+0.1093	0.04828	0.00000	0.04828	0.05641	0.04004	0.12880
case_2022012922	train	193.8	247	0.8786	0.8936	0.8252	+0.0150	-0.0534	0.17229	0.00000	0.17229	0.07275	0.02331	0.00076
case_2022013021	train	331.2	366	0.9179	0.8796	0.8403	-0.0384	-0.0776	0.09266	0.00000	0.09266	0.05872	0.03535	0.09353
case_2022013120	train	155.4	739	0.9594	0.8363	0.7051	-0.1231	-0.2543	0.20680	0.00000	0.20680	0.06592	0.03858	0.00130
case_2022020121	train	236.2	681	0.9559	2.0026	1.9190	+1.0467	+0.9631	0.05865	0.00000	0.05865	0.01522	0.00650	0.01833
case_2022020204	train	293.4	781	0.9616	0.9394	0.8839	-0.0222	-0.0777	0.10453	0.00000	0.10453	0.05462	0.03204	0.00477
case_2022020316	train	353.6	802	0.9626	1.6102	1.5823	+0.6476	+0.6197	0.08785	0.00134	0.08650	0.06007	0.02605	0.53108
case_2022020422	train	223.0	662	0.9547	1.3071	1.2817	+0.3524	+0.3270	0.04171	0.00000	0.04171	0.02260	0.01150	0.00054
case_2022020518	train	168.4	781	0.9616	0.9962	0.9397	+0.0346	-0.0219	0.08801	0.00012	0.08789	0.03766	0.02179	0.02956
case_2022020707	train	286.1	719	0.9583	0.6991	0.6556	-0.2592	-0.3027	0.11651	0.00000	0.11651	0.04050	0.01225	0.00028
case_2022020820	train	200.2	405	0.9260	0.8418	0.7732	-0.0842	-0.1528	0.12833	0.00000	0.12833	0.03683	0.01194	0.00086
case_2022020918	train	259.5	1229	0.9756	0.9418	0.8640	-0.0338	-0.1116	0.15091	0.00180	0.14911	0.05730	0.02169	0.00178
case_2022021021	train	237.4	739	0.9594	1.2192	1.1736	+0.2598	+0.2142	0.07393	0.00000	0.07393	0.04785	0.03000	0.01082
case_2022021100	train	186.6	719	0.9583	0.7819	0.7038	-0.1764	-0.2545	0.18990	0.00506	0.18483	0.05775	0.00866	0.00165
case_2022021219	train	258.3	1259	0.9762	0.9893	0.9127	+0.0131	-0.0635	0.12036	0.00056	0.11980	0.03378	0.01099	0.00306
case_2022021318	train	310.8	1229	0.9756	1.4995	1.4580	+0.5239	+0.4824	0.05048	0.00000	0.05048	0.02452	0.01309	0.06019
case_2022021419	train	256.0	1200	0.9750	1.5527	1.3738	+0.5777	+0.3988	0.14528	0.00187	0.14341	0.02698	0.01035	0.00509
case_2022021520	train	153.0	1011	0.9703	0.9282	0.8254	-0.0421	-0.1450	0.16971	0.00000	0.16971	0.05538	0.02384	0.00603
case_2022021616	train	174.3	719	0.9583	0.8262	0.7296	-0.1321	-0.2287	0.21711	0.00264	0.21447	0.07505	0.02069	0.00292
case_2022021821	train	200.3	366	0.9179	0.7824	0.7227	-0.1355	-0.1952	0.18685	0.00000	0.18685	0.11432	0.06191	0.00026
case_2022021918	train	281.4	739	0.9594	0.7466	0.7411	-0.2128	-0.2183	0.11338	0.00221	0.11117	0.09795	0.04989	0.01807
case_2022022022	train	234.1	823	0.9636	1.1628	1.0837	+0.1993	+0.1201	0.09266	0.00000	0.09266	0.02304	0.01011	0.00067
case_2022022117	train	91.0	802	0.9626	0.8694	0.8358	-0.0932	-0.1268	0.08385	0.00127	0.08258	0.05558	0.03368	0.00000
case_2022022212	train	49.6	802	0.9626	1.1910	1.1727	+0.2284	+0.2101	0.03848	0.00000	0.03848	0.02532	0.01388	0.00097
case_2022022312	train	310.0	662	0.9547	1.1285	1.0704	+0.1738	+0.1157	0.10342	0.00000	0.10342	0.04900	0.02288	0.00280
case_2022022420	train	51.0	914	0.9672	1.0433	0.9940	+0.0761	+0.0269	0.08002	0.00000	0.08002	0.04350	0.02723	0.00011
case_2022022509	train	357.0	681	0.9559	1.0780	0.9597	+0.1221	+0.0038	0.14311	0.00386	0.13926	0.01992	0.00123	0.25536
case_2022022615	train	246.3	739	0.9594	1.0797	0.9964	+0.1203	+0.0370	0.10962	0.00000	0.10962	0.03466	0.01770	0.00286
case_2022022717	train	292.6	823	0.9636	0.9638	0.8796	+0.0003	-0.0840	0.12104	0.00000	0.12104	0.03023	0.01228	0.00006
case_2022022820	train	240.5	868	0.9654	0.9557	0.8899	-0.0097	-0.0755	0.09174	0.00000	0.09174	0.02325	0.01123	0.00117
case_2022030122	train	277.4	1116	0.9731	0.8570	0.7763	-0.1162	-0.1968	0.15586	0.00262	0.15324	0.04082	0.00723	0.00159
case_2022030221	train	261.1	802	0.9626	0.9613	0.9001	-0.0013	-0.0625	0.14948	0.00310	0.14638	0.07507	0.03222	0.00591
case_2022030320	train	334.1	986	0.9696	1.5879	1.5322	+0.6183	+0.5626	0.06035	0.00000	0.06035	0.03437	0.02185	0.42324
case_2022030421	train	143.4	823	0.9636	0.7000	0.7302	-0.2635	-0.2334	0.10081	0.00000	0.10081	0.10448	0.04117	0.03280
case_2022030519	train	178.2	781	0.9616	0.8742	0.8225	-0.0873	-0.1390	0.14275	0.00417	0.13858	0.07107	0.02925	0.00944
case_2022030610	train	217.9	477	0.9371	1.2028	1.1395	+0.2657	+0.2024	0.08524	0.00000	0.08524	0.02504	0.00812	0.00059
case_2022030716	train	302.7	643	0.9534	0.9774	0.9452	+0.0240	-0.0082	0.08660	0.00000	0.08660	0.05251	0.02622	0.00203
case_2022030818	train	196.6	379	0.9208	1.0292	0.9568	+0.1084	+0.0360	0.11748	0.00000	0.11748	0.03425	0.00939	0.00372
case_2022030923	train	252.4	739	0.9594	0.9717	0.8891	+0.0123	-0.0704	0.14102	0.00000	0.14102	0.04265	0.01285	0.00030
case_2022031012	train	302.9	195	0.8460	1.0798	0.9785	+0.2338	+0.1324	0.14604	0.00000	0.14604	0.04039	0.01231	0.00044
case_2022031219	train	279.4	1289	0.9767	0.7080	0.6829	-0.2687	-0.2938	0.16099	0.00273	0.15825	0.08683	0.02499	0.00120
case_2022031320	train	259.2	891	0.9663	0.7552	0.6787	-0.2111	-0.2876	0.16272	0.00041	0.16231	0.06412	0.03211	0.00089
case_2022031421	train	194.2	823	0.9636	0.6325	0.6094	-0.3311	-0.3542	0.10827	0.00000	0.10826	0.05284	0.01687	0.01978
case_2022031522	train	233.4	823	0.9636	1.4059	1.3666	+0.4423	+0.4031	0.05261	0.00000	0.05261	0.02091	0.00844	0.00759
case_2022031619	train	201.6	1229	0.9756	0.9901	0.9081	+0.0145	-0.0675	0.14138	0.00000	0.14138	0.07229	0.04311	0.00764
case_2022031720	train	274.3	845	0.9645	0.8306	0.7543	-0.1339	-0.2102	0.14747	0.00505	0.14242	0.03914	0.00909	0.00197
case_2022031811	train	359.5	739	0.9594	1.2450	1.1071	+0.2856	+0.1477	0.14579	0.00508	0.14071	0.02227	0.00268	0.32972
case_2022031900	train	356.6	607	0.9506	0.9558	0.8804	+0.0051	-0.0702	0.19754	0.00638	0.19116	0.08077	0.01877	0.41324
case_2022032317	train	101.7	662	0.9547	1.1320	1.1126	+0.1773	+0.1579	0.06278	0.00000	0.06278	0.05599	0.03438	0.00000
case_2022032422	train	290.5	681	0.9559	0.8871	0.8260	-0.0689	-0.1299	0.12304	0.00000	0.12304	0.04427	0.01607	0.00053
case_2022032618	train	303.2	1172	0.9744	0.9606	0.9189	-0.0138	-0.0555	0.08709	0.00000	0.08709	0.04443	0.02261	0.00849
case_2022032714	train	292.4	914	0.9672	0.9803	0.9196	+0.0131	-0.0475	0.11046	0.00000	0.11046	0.04152	0.01648	0.00148
case_2022032819	train	343.3	1259	0.9762	1.1160	1.0541	+0.1398	+0.0780	0.11982	0.00000	0.11982	0.05577	0.02328	0.34190
case_2022032906	train	136.9	760	0.9605	0.8483	0.8504	-0.1122	-0.1101	0.05972	0.00000	0.05972	0.10362	0.07738	0.00359
case_2022033016	train	166.8	868	0.9654	0.9414	0.8532	-0.0240	-0.1122	0.14303	0.00000	0.14303	0.03085	0.00386	0.00086
case_2022033108	train	329.7	914	0.9672	1.1144	1.0688	+0.1472	+0.1016	0.09724	0.00000	0.09724	0.04240	0.01385	0.05634
case_2022040117	train	321.6	1320	0.9773	1.1846	1.1431	+0.2073	+0.1659	0.06729	0.00000	0.06729	0.04229	0.02644	0.11841
case_2022042213	train	119.8	739	0.9594	0.6430	0.6328	-0.3165	-0.3267	0.09449	0.00000	0.09449	0.06010	0.02190	0.00000
case_2022042318	train	175.7	868	0.9654	0.8043	0.7325	-0.1611	-0.2329	0.18156	0.00377	0.17780	0.06463	0.01552	0.00391
case_2022042516	train	218.0	1320	0.9773	1.3599	1.3162	+0.3827	+0.3390	0.07738	0.00000	0.07738	0.05148	0.02948	0.00616
case_2022042608	train	286.7	845	0.9645	0.8403	0.7903	-0.1242	-0.1742	0.12216	0.00000	0.12216	0.04902	0.01683	0.00017
case_2022042720	train	1.9	1089	0.9725	1.3539	1.2970	+0.3814	+0.3245	0.08049	0.00026	0.08023	0.03106	0.01145	0.25208
case_2022042919	train	122.5	1011	0.9703	0.8071	0.7564	-0.1633	-0.2140	0.09322	0.00000	0.09322	0.04915	0.03405	0.00053
case_2022043014	train	88.0	868	0.9654	1.2090	1.1237	+0.2436	+0.1583	0.11886	0.00582	0.11304	0.03200	0.00634	0.00419
case_2022050116	train	204.9	1011	0.9703	1.0733	0.9849	+0.1029	+0.0145	0.12220	0.00000	0.12220	0.03667	0.01564	0.00452
case_2022050219	train	258.0	1063	0.9718	1.0269	0.9754	+0.0551	+0.0036	0.13607	0.00278	0.13330	0.06944	0.02661	0.00604
case_2022050311	train	25.1	681	0.9559	1.1018	1.0379	+0.1459	+0.0820	0.12476	0.00000	0.12476	0.06863	0.03574	0.03723
case_2022050421	train	127.7	1259	0.9762	0.7290	0.6942	-0.2472	-0.2819	0.10444	0.00000	0.10444	0.06028	0.03240	0.00023
case_2022050523	train	60.8	1320	0.9773	1.2855	1.2234	+0.3082	+0.2461	0.08575	0.00000	0.08575	0.05242	0.03408	0.00007
case_2022050623	train	33.0	1116	0.9731	0.9891	0.9401	+0.0160	-0.0330	0.08457	0.00000	0.08457	0.04011	0.02250	0.01535
case_2022050817	train	144.5	868	0.9654	0.7660	0.7393	-0.1995	-0.2261	0.09756	0.00000	0.09756	0.06091	0.03039	0.01069
case_2022050913	train	122.2	914	0.9672	0.9599	0.8952	-0.0073	-0.0719	0.12483	0.00000	0.12483	0.08349	0.05613	0.00000
case_2022051014	train	209.2	643	0.9534	1.2636	1.1772	+0.3102	+0.2238	0.09105	0.00000	0.09105	0.03015	0.01843	0.02253
case_2022051122	train	101.6	1089	0.9725	0.9686	0.8916	-0.0038	-0.0809	0.12126	0.00080	0.12046	0.03455	0.01245	0.00036
case_2022051214	train	163.2	681	0.9559	1.0448	0.9187	+0.0888	-0.0372	0.17657	0.00000	0.17657	0.05252	0.02215	0.00745
case_2022051313	train	192.5	662	0.9547	0.6192	0.5754	-0.3354	-0.3793	0.14240	0.00000	0.14240	0.07067	0.03483	0.00496
case_2022051721	train	255.0	1089	0.9725	0.9947	0.9365	+0.0222	-0.0359	0.13696	0.00055	0.13641	0.07138	0.03240	0.00408
case_2022051821	train	262.7	937	0.9680	1.3827	1.2766	+0.4147	+0.3086	0.14281	0.00386	0.13895	0.05451	0.02016	0.01066
case_2022051916	train	227.4	719	0.9583	1.2155	1.1777	+0.2572	+0.2194	0.05500	0.00000	0.05500	0.02949	0.01756	0.01247
case_2022052013	train	187.6	625	0.9520	1.0786	1.0094	+0.1265	+0.0574	0.13356	0.00074	0.13281	0.04625	0.00989	0.01581
case_2022052117	train	235.3	1089	0.9725	1.4290	1.3759	+0.4566	+0.4034	0.07305	0.00000	0.07305	0.04861	0.03115	0.00615
case_2022052421	train	103.9	1200	0.9750	0.9179	0.8817	-0.0571	-0.0933	0.11941	0.00058	0.11883	0.11325	0.07815	0.00045
case_2022052515	train	98.4	1063	0.9718	0.8207	0.7623	-0.1510	-0.2094	0.11643	0.00261	0.11381	0.05750	0.03483	0.00032
case_2022052623	train	199.8	760	0.9605	0.7447	0.7078	-0.2158	-0.2527	0.11608	0.00000	0.11608	0.06423	0.03145	0.01333
case_2022052721	train	318.0	1089	0.9725	1.1104	1.0544	+0.1379	+0.0819	0.07780	0.00000	0.07780	0.02658	0.01253	0.05009
case_2022052820	train	163.5	1037	0.9711	0.8237	0.7358	-0.1474	-0.2352	0.20004	0.00001	0.20004	0.07817	0.02894	0.00165
case_2022052919	train	184.4	1037	0.9711	0.6299	0.5879	-0.3412	-0.3831	0.18851	0.00247	0.18605	0.08897	0.02722	0.00134
case_2022053016	train	184.0	1089	0.9725	1.1033	1.0108	+0.1308	+0.0384	0.14503	0.00219	0.14284	0.03986	0.00690	0.01750
case_2022053117	train	166.6	1011	0.9703	0.8065	0.7561	-0.1638	-0.2142	0.16607	0.00010	0.16597	0.06963	0.01615	0.00610
case_2022060112	train	281.3	1200	0.9750	0.7090	0.6567	-0.2660	-0.3183	0.13810	0.00015	0.13795	0.05761	0.02456	0.00017
case_2022060416	train	241.7	823	0.9636	1.2358	1.1522	+0.2722	+0.1886	0.08866	0.00000	0.08866	0.02401	0.01302	0.01333
case_2022060521	train	196.0	1089	0.9725	1.0881	0.9977	+0.1157	+0.0252	0.15637	0.00001	0.15636	0.06332	0.02543	0.00806
case_2022060620	train	269.2	937	0.9680	1.0402	0.9705	+0.0722	+0.0025	0.12003	0.00127	0.11876	0.05173	0.02472	0.00309
case_2022060816	train	40.8	845	0.9645	1.1294	1.1269	+0.1649	+0.1624	0.02712	0.00000	0.02712	0.04801	0.03645	0.01037
case_2022061017	train	237.0	1259	0.9762	1.1732	1.1082	+0.1970	+0.1320	0.08404	0.00000	0.08404	0.03564	0.02110	0.00416
case_2022061116	train	205.5	823	0.9636	0.8018	0.7519	-0.1617	-0.2117	0.10059	0.00000	0.10059	0.04230	0.02281	0.01822
case_2022061222	train	177.2	1089	0.9725	0.6802	0.6366	-0.2922	-0.3359	0.22202	0.00415	0.21787	0.11659	0.03880	0.00219
case_2022061321	train	165.9	625	0.9520	1.0793	1.0138	+0.1273	+0.0618	0.09979	0.00004	0.09975	0.03092	0.01052	0.02391
case_2022061420	train	201.7	1037	0.9711	0.9395	0.8503	-0.0316	-0.1208	0.14852	0.00000	0.14852	0.04339	0.01466	0.00467
case_2022061603	train	254.7	556	0.9461	0.8407	0.7955	-0.1053	-0.1505	0.14399	0.00000	0.14399	0.06227	0.01613	0.00107
case_2022061822	train	35.1	1144	0.9738	0.9071	0.8807	-0.0667	-0.0931	0.07059	0.00000	0.07059	0.07608	0.05716	0.02613
case_2022061923	train	208.3	823	0.9636	0.6935	0.6356	-0.2700	-0.3280	0.11873	0.00000	0.11873	0.03769	0.01925	0.00236
case_2022062018	train	226.7	1116	0.9731	1.0987	1.0734	+0.1256	+0.1003	0.04745	0.00000	0.04745	0.03769	0.02585	0.01437
case_2022062116	train	218.8	868	0.9654	1.2093	1.1646	+0.2439	+0.1992	0.05815	0.00000	0.05815	0.02280	0.01208	0.02240
case_2022062522	train	220.8	739	0.9594	1.3102	1.2989	+0.3508	+0.3394	0.04030	0.00000	0.04030	0.03195	0.01651	0.00128
case_2022062616	train	258.5	1089	0.9725	0.9710	0.8839	-0.0015	-0.0885	0.15858	0.00081	0.15777	0.05755	0.02130	0.00247
case_2022062916	train	288.3	1116	0.9731	1.0353	0.9729	+0.0622	-0.0003	0.11739	0.00014	0.11726	0.04573	0.01636	0.00746
case_2022070120	train	256.3	1089	0.9725	0.9891	0.9387	+0.0166	-0.0337	0.14586	0.00194	0.14392	0.08616	0.04017	0.00379
case_2022070416	train	178.4	607	0.9506	0.8021	0.7383	-0.1485	-0.2123	0.16633	0.00369	0.16264	0.08515	0.04199	0.01425
case_2022070518	train	235.1	823	0.9636	0.9724	0.9483	+0.0088	-0.0153	0.08843	0.00000	0.08843	0.07821	0.04875	0.00298
case_2022070621	train	46.1	1089	0.9725	1.1809	1.1321	+0.2085	+0.1596	0.06827	0.00000	0.06827	0.08154	0.06946	0.00187
case_2022070721	train	46.4	1089	0.9725	0.9466	0.9168	-0.0259	-0.0557	0.07036	0.00000	0.07036	0.04522	0.02618	0.00117
case_2022070816	train	33.9	700	0.9571	0.9214	0.8841	-0.0357	-0.0730	0.06885	0.00000	0.06885	0.05789	0.04440	0.03101
case_2022071019	train	228.2	845	0.9645	1.3598	1.3234	+0.3953	+0.3589	0.05166	0.00000	0.05166	0.02806	0.01568	0.01358
case_2022071116	train	249.6	643	0.9534	1.0812	1.0256	+0.1278	+0.0722	0.12235	0.00000	0.12235	0.06135	0.02593	0.00479
case_2022071316	train	309.4	1116	0.9731	1.1195	1.0821	+0.1464	+0.1089	0.06751	0.00000	0.06751	0.05016	0.03374	0.03668
case_2022071522	train	229.4	823	0.9636	1.2365	1.2098	+0.2729	+0.2463	0.05815	0.00000	0.05815	0.04116	0.02332	0.00279
case_2022071617	train	72.9	700	0.9571	0.7937	0.8271	-0.1635	-0.1300	0.06070	0.00006	0.06064	0.12726	0.08646	0.03207
case_2022071817	train	272.8	1063	0.9718	1.1630	1.0753	+0.1912	+0.1035	0.13866	0.00489	0.13376	0.04360	0.01007	0.00591
case_2022071919	train	184.8	962	0.9688	0.8154	0.7241	-0.1534	-0.2447	0.14654	0.00146	0.14508	0.03029	0.01131	0.01270
case_2022072017	train	263.9	914	0.9672	0.7549	0.6996	-0.2122	-0.2676	0.14958	0.00401	0.14558	0.06372	0.02461	0.00351
